US-State|URL|Title|Location|AskPrice|CashFlow|GrossRevenue|EBITDA|FF&E|Inventory|Rent|RealEstate|Established|Inventory-2|RealEstate-2|BuildingSF|LeaseExpiration|Employees|FurnitureFixturesAndEquipment|Facilities|GrowthAndExpansion|Financing|SupportAndTraining|ReasonForSelling
Vermont|https://www.bizbuysell.com//Business-Opportunity/Highly-Profitable-Commercial-Handyman-Service/1594280/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Highly Profitable Commercial Handyman Service|Pulaski County, AR|$225,000|$262,845|$372,230|N/A|$90,000|$30,000|||2012|Included in asking price|||||Included in asking price|Home Based|||The seller will provide 13 weeks of training and transitional assistance to the new owner at 40 hours per week. Additional training/consulting is available from the Seller, if required, for an additional fee.|The owner is needing and wanting to sell due to health reasons.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Carton-store-for-sale-with-Property/1592027/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Carton store for sale !!! with Property!!|Texarkana, AR (Miller County)|$700,000|$151,308|N/A|N/A|N/A|$300,000*|||N/A|Not included in asking price||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Full-Service-Pharmacy/1582475/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Full Service Pharmacy|AR|$1,700,000|$400,000|$5,000,000|N/A|N/A|$370,000|$4,000 /Month||N/A|Included in asking price|Leased|5,000|N/A|||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Well-Established-Oriental-Restaurant-in-Cross-County-Arkansas/1574846/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Well-Established Oriental Restaurant in Cross County Arkansas|Izard County, AR|$110,000|$184,680|$300,000|N/A|$60,000|$5,500|$1,100 /Month||N/A|Included in asking price|Leased|2,500|N/A|4|Included in asking price||||2 weeks|retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Bentonville-Senior-Care-Business-Only-25-000/1565039/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Bentonville  Senior Care Business Only $25,000|Bentonville, AR (Benton County) (Relocatable)|$25,000|N/A|$514,000|N/A|N/A|N/A|||2017|||||1||Home Based|||Complete training provided. Owner will assist in transition.|Concentrating on original location
Vermont|https://www.bizbuysell.com//Business-Opportunity/EST-Green-ECO-Junk-Removal-and-Recycling-business/1459914/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|"EST. ""Green"" ECO Junk Removal & Recycling business"|Little Rock, AR (Pulaski County)|$127,000|N/A|N/A|N/A|N/A|N/A|||2005|||||3-6||Warehouse facility for sorting and recycling|Huge growth industry. Leader in recycling revenue|Pre-Approval SBA FINANCING - 10% Down , 5-7 week funding|Extensive training and support. National call center|Expansion
Vermont|https://www.bizbuysell.com//Business-Opportunity/Profitable-Retail-Store/1553952/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Profitable Retail Store|Rogers, AR (Benton County) (Relocatable)|$300,000|N/A|N/A|N/A|N/A|N/A|$0.00||N/A|Included in asking price|Leased|5,100|N/A|||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Liquor-Stores-in-Little-Rock-Rogers-AR-Monthly-net-12k-to-42k/1546447/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Liquor Stores in Little Rock _Rogers AR Monthly net 12k to 42k|Benton, AR (Saline County)|$1,500,000|$504,000|$4,080,000|N/A|N/A|N/A|$100,000,000 /Month||2012||Leased|8,000|N/A|6|||||2 weeks|Other interest
Vermont|https://www.bizbuysell.com//Business-Opportunity/Southwest-Arkansas-Restaurant/1541601/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Southwest Arkansas Restaurant|AR|$795,000|$114,984|$674,476|N/A|N/A|N/A||$1,000,000|1994|Included in asking price|Owned|7,905||24-28||7,905 Sq. ft. building with major recent refurbishment; Seating capacity is 280. Appraised @ $1 Million 2014|Yes, catering|Might consider some|Yes, TBD|Retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Building-Materials-Firm-with-Real-Estate-Included/1508817/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Building Materials Firm, with Real Estate Included|AR|$700,000|$103,375|$394,124|N/A|$30,000|$9,000||N/A|2004|Included in asking price|Owned|16,000||2 FTE, 5 PTE|Included in asking price|Real estate is included in the sale price|||Seller will negotiate a transition period|Seller's Health
Vermont|https://www.bizbuysell.com//Business-Opportunity/Heavy-Duty-Trusses-Manufacturing-and-Sales-Company-with-Real-Estate/1519502/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Heavy Duty Trusses Manufacturing & Sales Company, with Real Estate|AR|$883,000|$204,114|$1,235,046|N/A|$108,795|$150,000||N/A|2003|Included in asking price|Owned|N/A|||Included in asking price|Included in sale price|"•	2018 Cash Flow is already over $100,000 and on pace to exceed $200,000!
•	Longevity & Stability is a major attribute of this business. It’s been around 25 years, opened in 2003 by the current owners!
•	2017 Revenues were the highest in the last several years, with 2018 tracking a 12.5% growth from 2017 - the business is thriving and growing.
•	2017 CASH FLOW was up over 24% from 2016! 2018 Cash Flow tracking 55% growth from 2017!!
•	They have sold all over the state of Arkansas and in states contiguous to Arkansas in the past. 
•	Few competitors - 35 miles to nearest one. Not many competitors state wide.  
•	Have excellent relationships with metal wholesalers and retailers. Diversified suppliers and sources."||Seller will negotiate a transition period|
Vermont|https://www.bizbuysell.com//Business-Opportunity/Southern-Arkansas-Dental-Practice-Seller-Financing-Available/1515749/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Southern Arkansas Dental Practice - Seller Financing Available|AR|$250,000|$160,000|$413,000|N/A|$32,000|$4,000||N/A|1950|Included in asking price|Owned|N/A|||Included in asking price|Available for lease or purchase||Seller will consider some financing for a qualified buyer|Seller will negotiate a transition period|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Arkansas-Health-Club-and-Fitness-Center-with-1M-Annual-Revenue/1512184/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Arkansas Health Club & Fitness Center with $1M+ Annual Revenue|AR|$2,400,000|$602,453|$1,407,630|N/A|$1,273,250|$2,500||$3,100,000*|2000|Included in asking price|Owned|58,000|||Included in asking price|58,000 sq. ft. facility, available for lease or purchase||Third Party Financing may be available for a qualified buyer|Seller will negotiate a transition period|
Vermont|https://www.bizbuysell.com//Business-Opportunity/Specialty-Sign-Company/1501030/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Specialty Sign Company|AR|$1,100,000|$190,000|$754,510|$190,000|$615,000|$40,000||$1,000,000|1980|Included in asking price|Owned|12,000||9|Included in asking price|Excellent facility with state-of-the-art equipment, trained staff and great reputation.|Great|May finance to qualified buyer.|Transition time|Retiring and wants to travel
Vermont|https://www.bizbuysell.com//Business-Opportunity/Hotel-for-Sale-in-Arkansas/1500578/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Hotel for Sale in Arkansas!|Nady, AR (Arkansas County)|N/A|N/A|N/A|N/A|N/A|N/A|||N/A|||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Fort-Smith-LIQUOR-STORE-for-sale/1487599/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Fort Smith - LIQUOR STORE - for sale|Fort Smith, AR (Sebastian County)|$65,000|N/A|N/A|N/A|N/A|$80,000*|||N/A|Not included in asking price||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Trending-Preschool-with-Real-Estate-in-Booming-Central-Arkansas-City/1481645/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Trending Preschool with Real Estate, in Booming Central Arkansas City|AR|$732,500|$114,698|$379,166|N/A|$130,150|$2,000||$572,000|N/A|Included in asking price|Owned|N/A|||Included in asking price|Included in sale price||Seller or Third Party Financing for a qualified buyer|The owners are willing to stay on for a training period to help ensure a smooth transition for the new owners.|Owners would like to pursue other business interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Niche-Northwest-Arkansas-Based-Consulting-and-Auditing-Business-for-sa/1447090/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Niche Northwest Arkansas Based Consulting and Auditing Business for sa|AR (Relocatable)|$265,000|$212,516|N/A|N/A|N/A|N/A|||1999|||||||Currently Home Based (Home Based)||Seller will consider some financing for a qualified buyer|Seller is willing to stay on with the company for training to ensure a smooth transition.|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Established-Plumbing-Service-Company-Seller-Financing-Available/1442516/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Established Plumbing Service Company - Seller Financing Available|Sherwood, AR (Pulaski County)|$565,000|$202,221|$598,304|N/A|$195,000|$20,000||N/A|1968|Included in asking price|Owned|4,000|||Included in asking price|||Seller is willing to consider some financing to qualified buyers.|Seller will negotiate a transition period|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/NE-Arkansas-CPA-Firm/1441539/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|NE Arkansas CPA Firm|AR|$427,000|N/A|$427,000|N/A|N/A|N/A|||N/A|||||||||||Approaching retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Auto-Industry-Customizing/1434212/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Auto Industry Customizing|AR|$180,000|$60,000|$270,000|N/A|$30,000|$38,000|||2005|Included in asking price||||4|Included in asking price|Rental/shop space, Good road visibility, office, retail and shop space, great location.|Unlimited.  Can easily be grown.|Possible partial|Yes.|Moving on to other venture.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Profitable-Arkansas-Building-Materials-Company/1394777/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Profitable Arkansas Building Materials Company|AR|$129,000|$97,893|$616,288|N/A|$30,000|$9,000|||2004|Included in asking price||||2 FTE, 5 PTE|Included in asking price|16,000 sq. ft. leased space||Seller will consider some financing for a qualified buyer|Seller will negotiate a transition period|Health Issues
Vermont|https://www.bizbuysell.com//Business-Opportunity/Gas-Station-for-Sale-Price-Reduced-280k-240k-Good-Location/1300558/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Gas Station for Sale!! Price Reduced $280k--->$240k Good Location!!! !|Texarkana, AR (Miller County)|$240,000|$216,000|$876,000|N/A|N/A|N/A|||N/A|||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/3-Convenience-Stores-Prime-NW-Arkansas-Locations/1242614/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|3 Convenience Stores Prime NW Arkansas Locations|Benton County, AR|$2,750,000|N/A|$5,800,000|N/A|$450,000|N/A||N/A|1985||Owned|15,500||9|Included in asking price|3 profitable Northwest Arkansas convenience stores in great locations with high and growing traffic. 2017 sales up 10% to $5.6 million.|Good opportunity with re-marketing and new traffic patterns from highway improvements and new schools nearby||Available for all locations.|Retirement.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Wonderful-Custom-Framing-Shop-In-Scenic-Small-Town/1122977/?d=JTJmYXJrYW5zYXMtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjUlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNU1p6Y0dsa1BURW1kejF4|Wonderful Custom Framing Shop In Scenic Small Town|Franklin County, AR|$250,000|$16,115|$45,820|N/A|$50,000|$60,000|||1984|Included in asking price|||||Included in asking price|This business was started by the current owners over 30 years ago, taking pictures for various events, etc. It has developed into a very nice business that now includes customized framing and retail sales of various trinkets and paintings.|There is a great potential for growth, primarily through advertising to attract more business from the surrounding areas.||4 weeks|retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Under-Monetized-Authority-Motorcycle-Rider-News-and-Content-Website/1763314/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Under Monetized, Authority Motorcycle Rider News and Content Website|San Diego, CA (San Diego County) (Relocatable)|$200,000|$63,000|$72,150|N/A|N/A|N/A|||2013|||||1||Digital business. No office space or inventory. Solo owner-operator. Lifestyle business. (Home Based)|The site has grown during Covid. Rider interest is up. And the coming wave of self-balancing motorbikes will bring an influx of new riders... this site is already positioned to serve them with great authority content.||Owner has offered to remain available for an extended support and training period and even some content writing.|Seller is retiring.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Custom-Door-Wholesale-Company-with-45-Year-History/1740005/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Custom Door Wholesale Company with 45 Year History|Modesto, CA (Stanislaus County)|$1,650,000|$519,388|$5,313,886|N/A|N/A|N/A|||N/A|||||||||||retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Sunglasses-and-Reader-Wholesale-Route-Distributor/1721614/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmJTNmcSUzZGFYSTlNU1p6Y0dsa1BURW1kejF4|Sunglasses & Reader Wholesale Route / Distributor|Pasadena, CA (Los Angeles County) (Relocatable)|$249,000|$135,000|$330,000|N/A|N/A|$80,000*|||N/A|Not included in asking price||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Pet-Supply-Retail-Established-33-yrs/1707623/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Pet Supply Retail - Established 33 yrs.|Carlsbad, CA (San Diego County)|$160,000|N/A|N/A|N/A|N/A|N/A|$3,225 /Month||1986|Included in asking price|Leased|1,250|N/A|||Inventory and fixtures included|Currently open Mon. through Sat. Opening on Sun would be a growth opportunity.||Will train|Retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Cell-Phone-Repair-All-Brands/1759630/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Cell Phone Repair All Brands|Irvine, CA (Orange County)|$99,000|$82,000|$271,845|N/A|N/A|$5,000|||N/A|Included in asking price||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/IT-Consulting-Service/1745765/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNCUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|IT Consulting Service.|Orange County, CA|$650,000|$303,000|$610,000|N/A|$3,000|N/A|||1995|Included in asking price||||3|Included in asking price|The current owner keeps this business small and works out of his home. With minimal fixed assets this company has provided an excellent income stream (Home Based)|Excellent growth potential if the new owner want to increase business.|seller may carry back 20% with right buyer|two weeks transition included in purchase, remote phone and online consulting as needed for a pre determined rate and time.|Semi Retirement moving out of state
Vermont|https://www.bizbuysell.com//Business-Opportunity/Third-Millennium-Music-com-and-3rdmm-com-For-Sale-Capitalization/1758806/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Third Millennium Music.com and 3rdmm.com - For Sale/Capitalization|Marin County, CA (Relocatable)|$11,000,000|N/A|N/A|N/A|N/A|N/A|||1998|||||1||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Mathnasium-Learning-Center-for-Sale-CA-1759821/1759821/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Mathnasium Learning Center for Sale, CA (1759821)|Santa Clara County, CA|$149,000|N/A|$61,920|N/A|N/A|$10,000|$3,874 /Month||N/A|Included in asking price|Leased|1,594|5/31/2021||||Supplemental education is on the rise as pressure to not only pass, but excel in math is being applied to students and families. Our unique and flexible education method speaks to families because we are able to teach students math in a way that makes sense to them. After a few short months attending Mathnasium, students not only gain a fundamental understanding of math, but confidence that has impact on all areas of their lives.||We want your transition to be as smooth as possible for both you and your customers. The current owner will provide any assistance needed and you will have access to in-depth online and in person training at the Mathnasium home office. Ongoing support from your Franchise Business Consultant will ensure your continued success.|Family
Vermont|https://www.bizbuysell.com//Business-Opportunity/Charming-Coffee-Shop-in-beautiful-Carmel-By-The-Sea/1759921/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Charming Coffee Shop in beautiful Carmel By The Sea|Carmel By The Sea, CA (Monterey County)|$400,000|N/A|$1,000,000|N/A|N/A|N/A|$13,500 /Month||2002|Included in asking price|Leased|1,200|12/31/2024|7||Spacious restaurant in Carmel Plaza with an abundance of outdoor seating. All furnishings are in excellent condition. Four and a half years remaining on current lease agreement (through 2024).|Menu could be further expanded to include evenings (after 6pm) and acquisition of an alcohol license.||Will provide training and guidance until new owner is comfortable with business. We have experienced employees who have been with the business for many years.|Family moving away.
Vermont|https://www.bizbuysell.com//Business-Opportunity/High-Volume-Car-Audio-and-Tint-Retail-Shop/1691537/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|High Volume Car Audio & Tint Retail Shop|Sacramento, CA (Sacramento County)|$175,000|$200,000|$1,000,000|$120,000|$150,000|$150,000*|$3,300 /Month||2000|Not included in asking price|Leased|3,500|N/A|5|Included in asking price|"Over $100K in showroom upgrades with great displays for Tint/Car/Marine Audio Equipment and Accessories. 
Large Street Signage
Long term lease."|The seller currently focuses primarily on tint and car audio sales and installation. There is an opportunity to expand into the the rim & tire business. Developing relationships with the neighboring dealerships can provide a long term revenue stream.||As required by buyers.|Owner consolidating portfolio
Vermont|https://www.bizbuysell.com//Business-Opportunity/Full-service-lingerie-and-Bra-store-and-Mastectomy-Services/1740063/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Full-service lingerie & Bra store and Mastectomy Services.|Thousand Oaks, CA (Ventura County)|$122,000|$80,000|N/A|N/A|$44,000|$82,000*|||N/A|Not included in asking price||||1|Included in asking price|"Fully equipped store for all needs  both as a retail and a mastectomy approved vendor with a large client base for repeat business.
This store is located in a strip mall location on a main boulevard in a major city in Ventura County."|"Since the store is both a Full-service lingerie & Bra store and Mastectomy Services.
It can utilize much more internet presence such as sales and and free pick up 
with very competitive prices."||Full-service lingerie & bra store for all sizes and is a mastectomy approved vendor which means they work with many Medicare providers that pay them directly. In addition, they sell and custom fit for all bridal occasions, full-figured women, nursing needs, sports and swim suits.|retiring, Buyer is motivated
Vermont|https://www.bizbuysell.com//Business-Opportunity/Auto-Repair-and-Tire-Center-1-184-500-in-Sales/1586247/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Auto Repair & Tire Center – $1,184,500 in Sales|San Bernardino County, CA|$695,000|$253,400|$1,184,500|N/A|N/A|$4,000*|||1984|Not included in asking price||||7||Ten bay building (ten lifts) of 8,800+ square feet with large tire/part storage area, customer waiting/display area and plenty of parking.  The shop is equipped for a high volume of tire sales, wheel balancing and alignment, along with full service automotive repairs and preventive maintenance. Long-term lease at below-market monthly rent.|Local owner/operator could grow the business by soliciting fleets, expanding advertising and greater use of social media.|Pre-qualified for 90% Bank/SBA financing|Seller will provide a minimum of eight days of training and four months of  telephone support to ensure a smooth transition. With Seller training and an experienced crew of Sales Associates and Technicians, no prior automotive background is required.|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Auto-Repair-Franchise-San-Bernardino-County/1627199/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Auto Repair Franchise - San Bernardino County|San Bernardino County, CA|$225,000|N/A|N/A|N/A|N/A|N/A|||N/A|||The national franchise benefits from a brand awareness above 90%, exceptional advertising and 40+ years of experience in providing training and support systems to franchisees that are geared towards business success. Three weeks of classroom training, plus webinar training, in field coaching, and toll free technical hotline is provided. Franchisees benefit from complete training and marketing support and a franchise leadership team committed to long-term franchisee growth.||3||Auto repair center is a nationally recognized brand and one of the world's largest providers of auto service, offering total car care including transmissions, brakes, oil changes, scheduled maintenance, tune-ups, exhaust, tires, steering and suspension services.  Building has 2,000 square feet and 4 bays.|Significant growth potential to an energetic entrepreneur through expanding car counts and diversification of services, including oil changes, scheduled maintenance, tires, etc. Qualified dealers may seek expansion through multi-unit ownership.|Qualified candidates are eligible for partial Seller Financing.|Two to four weeks of training is provided in all phases of shop operations, sales techniques, financial management, employee recruitment, inspection procedures and customer relations at the Corporate HQ state of the art training center. Ongoing training and consultation is provided via in-shop meetings, toll-free hotline, newsletters and dealer convention.|Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Specialized-Construction-Supplier/1741572/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=&lp_irladpv=1|Specialized Construction Supplier|CA|$4,300,000|$1,223,870|$12,057,576|N/A|N/A|N/A|$13,200 /Month||1987||Leased|24,000|N/A|34||The lease is month to month, a new lease is available.  SBA approved||||Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Auto-Repair-Franchise-Alameda-County/1627203/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmNSUyZiUzZnElM2RhWEk5TVNac2MzSmZjbXhpY0c0OU1pWnpjR2xrUFRFbWR6MXg=|Auto Repair Franchise - Alameda County|Alameda County, CA|$395,000|N/A|N/A|N/A|N/A|N/A|||N/A|||The national franchise benefits from a brand awareness above 90%, exceptional advertising and 40+ years of experience in providing training and support systems to franchisees that are geared towards business success. Three weeks of classroom training, plus webinar training, in field coaching, and toll free technical hotline is provided. Franchisees benefit from complete training and marketing support and a franchise leadership team committed to long-term franchisee growth.||5||Auto repair center is a nationally recognized brand and one of the world's largest providers of auto service, offering total car care including transmissions, brakes, oil changes, scheduled maintenance, tune-ups, exhaust, tires, steering and suspension services.  Building has 8,000 square feet and 6 bays.|Significant growth potential to an energetic entrepreneur through expanding car counts and diversification of services, including oil changes, scheduled maintenance, tires, etc. Qualified dealers may seek expansion through multi-unit ownership.|Qualified candidates are eligible for partial Seller Financing.|Two to four weeks of training is provided in all phases of shop operations, sales techniques, financial management, employee recruitment, inspection procedures and customer relations at the Corporate HQ state of the art training center. Ongoing training and consultation is provided via in-shop meetings, toll-free hotline, newsletters and dealer convention.|Retirement
